source_pdf,authors,year,title,journal,pmid,doi
Edinburgh Infectious Diseases publications 2011 2.pdf,Woolhouse,2011,"Risk -targeted selection of agricultural 
holdings for post -epidemic surveillance: estimation of efficiency gains",PLoS One,21352781,"DOI:
    
  

      10.1016/j.epidem.2010.06.002"
Edinburgh Infectious Diseases publications 2011 2.pdf,Bradley,2011,"Polymers for the rapid and effective 
activation and aggregation of platelets",Biomaterials,21719101,"DOI:
    
  

      10.1016/j.biomaterials.2011.06.001"
Edinburgh Infectious Diseases publications 2011 2.pdf,Shapiro,2011,"Genomic analysis of hepatitis B virus reveals antigen state 
and genotype as sources of evol utionary rate variation",Viruses,12017822,
Edinburgh Infectious Diseases publications 2011 2.pdf,Iredale,2011,"Unbiased screening of polymer libraries to define novel substrates for functional hepatocytes with inducible 
drug metabolism",Stem Cell Res,21210720,"DOI:
    
  

      10.1089/ten.TEC.2010.0437"
Edinburgh Infectious Diseases publications 2011 2.pdf,Kruuk,2011,"Natural 
selection on a measure of parasite resistance varies across ages and environmental conditions in a wild 
mammal",J Evol Biol,18215336,"DOI:
    
  

      10.1017/S0031182008004137"
Edinburgh Infectious Diseases publications 2011 2.pdf,Will,2011,"Diagnosing variant Creutzfeldt -Jakob disease: a retrospective 
analysis of the first 150 cases in the UK",J Neurol Neurosurg Psychiatry,11072940,"DOI:
    
  

      10.1016/s0140-6736(00)02785-9"
Edinburgh Infectious Diseases publications 2011 2.pdf,Oparka,2011,Special issue: Plasmodesmata,Protoplasma,21161303,"DOI:
    
  

      10.1007/s00709-010-0253-2"
Edinburgh Infectious Diseases publications 2011 2.pdf,Wilson,2011,"Function of the intestinal epithelium 
and its dysregulation in inflammatory bowel disease",Inflamm Bowel Dis,20645321,"DOI:
    
  

      10.1002/ibd.21379"
Edinburgh Infectious Diseases publications 2011 2.pdf,Mutapi,2011,"Screening trematodes for novel intervention targets: a proteomic and 
immunological comparison of Schistosoma haema tobium, Schistosoma bovis and Echinostoma caproni",Parasitology,2506507,"DOI:
    
  

      10.1111/j.1365-3024.1989.tb00671.x"
Edinburgh Infectious Diseases publications 2011 2.pdf,Zadoks,2011,Methicillin resistant S,aureus in human and bovine mastitis,38098126,"DOI:
    
  

      10.1186/s12941-023-00659-y"
Edinburgh Infectious Diseases publications 2011 2.pdf,VillarrealRamos,2011,"Identification of surrogates and correlates of protection in protective immunity against 
Mycobacterium bovis infection induced in neonat al calves by vaccination with M",bovis BCG Pasteur and M,22718125,"DOI:
    
  

      10.1128/CVI.00301-12"
Edinburgh Infectious Diseases publications 2011 2.pdf,E,2011,Go girls! Efficient female innate immunity,Blood,21911834,"DOI:
    
  

      10.1182/blood-2011-03-340281"
Edinburgh Infectious Diseases publications 2011 2.pdf,Walkinshaw,2011,"EDULISS: a 
smallmolecule database with data -mining and pharmacophore searching capabilities",Nucleic Acids Res,16305311,"DOI:
    
  

      10.1089/adt.2005.3.543"
Edinburgh Infectious Diseases publications 2011 2.pdf,Burt,2011,"Molecular evolution of the vertebrate 
TLR1 gene family --a complex history of gene duplication, gene conversion, positive selection and coevolution",BMC Evol Biol,29893911,"DOI:
    
  

      10.1093/molbev/msy119"
Edinburgh Infectious Diseases publications 2011 2.pdf,Lauc,2011,"Polymorphisms in B3GAT1, SLC9A9 and MGAT5 are associated with variation 
within the human plasma N -glycome of 3533 E uropean adults",Hum Mol Genet,32352685,"DOI:
    
  

      10.14309/ctg.0000000000000166"
Edinburgh Infectious Diseases publications 2011 2.pdf,Sabin,2011,"Long -term trends in C D4 cell counts and impact of viral failure in individuals starting antiretroviral 
therapy: UK Collaborative HIV Cohort (CHIC) study",HIV Med,17659333,"DOI:
    
  

      10.1016/S0140-6736(07)60948-9"
Edinburgh Infectious Diseases publications 2011 2.pdf,Kruuk,2011,"Speeding up microevolution: the effects of increasing 
temperature on selection and genetic variance in a wild bird population",PLoS Biol,21304922,"DOI:
    
  

      10.1371/journal.pbio.1001015"
Edinburgh Infectious Diseases publications 2011 2.pdf,Michels,2011,"Glycosomal ABC transporters 
of Trypanosoma brucei: characterisation of their expression, topology and substrate specificity",Int J Parasitol,34044588,"DOI:
    
  

      10.1128/mBio.00375-21"
Edinburgh Infectious Diseases publications 2011 2.pdf,Mutapi,2011,"Exposure, infection, systemic cytokine levels and antibody responses 
in young children concurrently exposed t o schistosomiasis and malaria",Parasitology,25758654,"DOI:
    
  

      10.4269/ajtmh.14-0444"
Edinburgh Infectious Diseases publications 2011 2.pdf,Simmonds,2011,"Genotype differences in susceptibility and resistance development of 
hepatitis C virus to protease inhibitors telaprevir (VX -950) and danoprevir (ITMN -191)",Hepatology,18672527,
Edinburgh Infectious Diseases publications 2011 2.pdf,Angulo,2011,"The activator protein 1 binding 
motifs within the human cytomegalovirus major immediate -early enhancer are functionally redundant and 
act in a cooperative manner with the NF -{kap pa}B sites during acute infection",J Virol,37702591,"DOI:
    
  

      10.1099/jgv.0.001894"
Edinburgh Infectious Diseases publications 2011 2.pdf,Rozemuller,2011,"A novel seven -octapeptide repeat insertion in the prion protein gene 
(PRNP) in a Dutch pedigree wit h Gerstmann -Straussler -Scheinker disease phenotype:  
comparison with similar cases from the literature",Acta Neuropathol,21760536,"DOI:
    
  

      10.1097/NEN.0b013e3182270c54"
Edinburgh Infectious Diseases publications 2011 2.pdf,Petrik,2011,"Suitability of an automated nucleic 
acid extractor (easyMAG) for use with hepatitis C virus and human immunodeficiency virus type 1 nucleic acid 
amplification testing",J Virol Methods,16101686,"DOI:
    
  

      10.1111/j.1423-0410.2005.00649.x"
Edinburgh Infectious Diseases publications 2011 2.pdf,Allen,2011,"Local macrophage proliferation, rather than recruitment from the blood, is a signature of TH2 
inflammation",Science,21659591,"DOI:
    
  

      10.1126/science.1208480"
Edinburgh Infectious Diseases publications 2011 2.pdf,Bradshaw,2011,"A 5 -fluorouracil -loaded pH -responsive 
dendrimer nanocarrier for tumor targeting",Int J Pharm,21925254,"DOI:
    
  

      10.1016/j.ijpharm.2011.08.053"
Edinburgh Infectious Diseases publications 2011 2.pdf,Crawford,2011,"EpsteinBarr virus, B cell lymphoproliferative disease, and SCID mice: modeling T cell immunotherapy in vivo","J 
Med Virol",15183903,"DOI:
    
  

      10.1016/j.blre.2003.12.002"
Edinburgh Infectious Diseases publications 2011 2.pdf,Slate,2011,"Genome -wide association mapping identifies the genetic basis of discrete and quantitative variation in 
sexual weaponry in a wild sheep  population",Mol Ecol,19690581,"DOI:
    
  

      10.1038/hdy.2009.109"
Edinburgh Infectious Diseases publications 2011 2.pdf,Barran,2011,"How useful is ion mobility mass spectrometry for structural biology? The 
relationship between protein crystal structures and their collision cross sections in the gas phase",Analyst,24524650,"DOI:
    
  

      10.1021/ar400223t"
Edinburgh Infectious Diseases publications 2011 2.pdf,Reece,2011,"Evolution of apoptosis -like programmed cell death in 
unicellular protozoan parasites",Parasit Vectors,21439063,"DOI:
    
  

      10.1186/1756-3305-4-44"
Edinburgh Infectious Diseases publications 2011 2.pdf,Mead,2011,"Inherited prion 
disease with 4 -octapeptide repeat inserti on: disease requires the interaction of multiple genetic risk factors",Brain,22300874,"DOI:
    
  

      10.1093/brain/awr358"
Edinburgh Infectious Diseases publications 2011 2.pdf,Innes,2011,"Increased Toxoplasma gondii positivity relative to age in 125 Scottish sheep flocks; evidence 
of frequent acquired infectio n",Vet Res,39527164,"DOI:
    
  

      10.1007/s00436-024-08397-6"
Edinburgh Infectious Diseases publications 2011 2.pdf,Morrison,2011,"Novel gene 
expression responses in the ovine ab omasal mucosa to infection with the gastric nematode Teladorsagia 
circumcincta",Vet Res,22075947,"DOI:
    
  

      10.1017/S0031182011001983"
Edinburgh Infectious Diseases publications 2011 2.pdf,"Knox, D",2011,Proteases in blood -feeding nematodes and their potential as vaccine candidates,"Adv Exp Med 
Biol",21660664,"DOI:
    
  

      10.1007/978-1-4419-8414-2_10"
Edinburgh Infectious Diseases publications 2011 2.pdf,Head,2011,"Human embryonic stem cells rapidly take up and then clear 
exogenous human and animal prions i n vitro",J Pathol,27440899,"DOI:
    
  

      10.1128/JVI.01106-16"
Edinburgh Infectious Diseases publications 2011 2.pdf,Ghazal,2011,"Reversible 
inhibition of murine cytomegalovi rus replication by gamma interferon (IFN -gamma) in primary macrophages 
involves a primed type I IFN -signaling subnetwork for full establishment of an immediate -early antiviral state",J Virol,32796063,"DOI:
    
  

      10.1128/JVI.00422-20"
Edinburgh Infectious Diseases publications 2011 2.pdf,Peters,2011,Prion uptake in the gut: identification of the first uptake and replication sites,"PLoS 
Pathog",30021891,"DOI:
    
  

      10.1128/JVI.01010-18"
Edinburgh Infectious Diseases publications 2011 2.pdf,Hope,2011,"Characterisation of antibodies to bovine Toll -like receptor (TLR) -2 and cross -reactivity with ovine 
TLR2",Vet Immunol Immunopathol,20167196,"DOI:
    
  

      10.1051/vetres/2010006"
Edinburgh Infectious Diseases publications 2011 2.pdf,Ghazal,2011,"Temporal profiling of the coding and noncoding 
murine cytomegalovirus transcript omes",J Virol,16755372,"DOI:
    
  

      10.1007/s00705-006-0793-0"
Edinburgh Infectious Diseases publications 2011 2.pdf,Hedman,2011,"Serodiagnosis of primary infections with 
human parvovirus 4, Finland",Emerg Infect Dis,21192859,"DOI:
    
  

      10.3201/eid1701.100750"
Edinburgh Infectious Diseases publications 2011 2.pdf,Dobson,2011,"A 
quantitative genetic analysis of hibernation emergence date in a wild population of Columbian ground 
squirrels",J Evol Biol,37964523,"DOI:
    
  

      10.1098/rspb.2023.1113"
Edinburgh Infectious Diseases publications 2011 2.pdf,Kyriazakis,2011,"In silico exploration of the mechanisms that underlie 
parasite -induced anorexia in sheep",Br J Nutr,18407984,"DOI:
    
  

      10.2527/jas.2007-0698"
Edinburgh Infectious Diseases publications 2011 2.pdf,Galyov,2011,"Autotransporters and Their Role in the 
Virulence of Burkholderia pseudomallei and Burkholderia mallei",Front Microbiol,21811486,"DOI:
    
  

      10.3389/fmicb.2011.00151"
Edinburgh Infectious Diseases publications 2011 2.pdf,Tocher,2011,"Heritability and mechanisms of n -3 long chain polyunsaturated fatty acid deposition in the flesh 
of Atlantic salmon",Comp Biochem Physiol Part D Genomics Proteomics,16366711,"DOI:
    
  

      10.1021/jf051308i"
Edinburgh Infectious Diseases publications 2011 2.pdf,Anderton,2011,"Recognition of a high affinity MHC class 
Irestricted epitope of myelin oligodendrocyte glycoprotein by CD8(+) T cells derived from 
autoantigendeficient mice",Front Immunol,24552747,"DOI:
    
  

      10.1177/1352458514524086"
Edinburgh Infectious Diseases publications 2011 2.pdf,Dunn,2011,"Transmission network 
parameters estimated from HIV sequences for a nationwide epidemic",J Infect Dis,26258569,"DOI:
    
  

      10.1097/QAI.0000000000000786"
Edinburgh Infectious Diseases publications 2011 2.pdf,Bradley,2011,"Solid -phase synthesis of arginine -based 
double -tailed cationic lipopeptides: potent nucleic acid carriers",Chem Commun (Camb),25994574,"DOI:
    
  

      10.1021/acs.orglett.5b01147"
Edinburgh Infectious Diseases publications 2011 2.pdf,Read,2011,Form follows function -- the versatile fungal cytoskeleton,"Fungal 
Biol",20934902,"DOI:
    
  

      10.1016/j.mib.2010.09.012"
Edinburgh Infectious Diseases publications 2011 2.pdf,Haas,2011,Viruses and microRNAs: a toolbox for systematic analysis,"Wiley Interdiscip Rev 
RNA",22160653,"DOI:
    
  

      10.1007/s00705-011-1181-y"
Edinburgh Infectious Diseases publications 2011 2.pdf,Amyes,2011,"Effect of frameshift mutagen acriflavine on control 
of resistance genes in Acinetobacter baumannii",J Med Microbiol,22743015,"DOI:
    
  

      10.1016/j.ijantimicag.2012.04.018"
Edinburgh Infectious Diseases publications 2011 2.pdf,Read,2011,Perithecium morphogenesis in Sordaria macrospora,Fungal Genet Biol,27890627,"DOI:
    
  

      10.1016/j.fgb.2016.11.004"
Edinburgh Infectious Diseases publications 2011 2.pdf,Campopiano,2011,"Role of a conserved 
arginine residue during catalysis in serine palmitoyltransferase",FEBS Lett,19564159,"DOI:
    
  

      10.1093/jb/mvp100"
Edinburgh Infectious Diseases publications 2011 2.pdf,Summers,2011,"Expression of mesenchyme -specific gene signatures by follicular dendritic 
cells: insights from the meta -analysis of microarray data from multiple mouse cell populations",Immunology,24032749,"DOI:
    
  

      10.1111/imm.12171"
Edinburgh Infectious Diseases publications 2011 2.pdf,Prescott,2011,"The sensor 
kinase MprB is required for Rhodococcus equi virulence",Vet Microbiol,15504593,"DOI:
    
  

      10.1016/j.vetmic.2004.08.005"
Edinburgh Infectious Diseases publications 2011 2.pdf,Matthews,2011,"Transmission stages dominate trypanosome 
within -host dynamics during chronic infections",Cell Host Microbe,21501830,"DOI:
    
  

      10.1016/j.chom.2011.03.013"
Edinburgh Infectious Diseases publications 2011 2.pdf,Barlow,2011,"Estimation of interdomain flexibility of N -terminus of 
factor H using residual dipolar couplings",Biochemistry,21936007,"DOI:
    
  

      10.1002/pro.738"
Edinburgh Infectious Diseases publications 2011 2.pdf,Ironside,2011,The molecular epidemiology of variant CJD,"Int J Mol 
Epidemiol Genet",21915360,
Edinburgh Infectious Diseases publications 2011 2.pdf,Schwarze,2011,"Peptide immunotherapy for childhood allergy - 
addressing translational challenges",Clin Transl Allergy,23113712,"DOI:
    
  

      10.1111/imm.12032"
Edinburgh Infectious Diseases publications 2011 2.pdf,van Munster,2011,"Cerebrospinal fluid 
interleukin -8 levels are higher in peopl e with hip fracture with perioperative delirium than in controls","J Am 
Geriatr Soc",31929159,"DOI:
    
  

      10.3233/JAD-190941"
Edinburgh Infectious Diseases publications 2011 2.pdf,Dorin,2011,"Synthesis of cyclic 
peptides through an intramolecular amide bond rearrangement",Chembiochem,22078412,"DOI:
    
  

      10.1016/j.bmc.2011.10.032"
Edinburgh Infectious Diseases publications 2011 2.pdf,Gally,2011,Escherichia coli and the mucosal immune system,Expert Rev Clin Immunol,22014014,"DOI:
    
  

      10.1586/eci.11.68"
Edinburgh Infectious Diseases publications 2011 2.pdf,Allen,2011,Immunology,Eosinophils forestall obesity,31001278,"DOI:
    
  

      10.3389/fimmu.2019.00684"
Edinburgh Infectious Diseases publications 2011 2.pdf,Smith,2011,Regulatory T cells in infection,Adv Immunol,31572365,"DOI:
    
  

      10.3389/fimmu.2019.02139"
