pmid,title,doi
29912681,Progress and Remaining Gaps in Estimating the Global Disease Burden of Influenza.,10.3201/eid2407.171270
30042196,Transposon Insertion Sequencing Elucidates Novel Gene Involvement in Susceptibility and Resistance to Phages T4 and T7 in Escherichia coli O157.,10.1128/mBio.00705-18
30020996,Mitochondrial DNA is critical for longevity and metabolism of transmission stage Trypanosoma brucei.,10.1371/journal.ppat.1007195
29970174,Development of in vitro enteroids derived from bovine small intestinal crypts.,10.1186/s13567-018-0547-5
29992799,Low-cost high sensitivity pulsed endomicroscopy to visualize tricolor optical signatures.,10.1117/1.JBO.23.7.076005
30038396,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,10.1038/s41588-018-0147-3
30008483,"Geostatistical models using remotely-sensed data predict savanna tsetse decline across the interface between protected and unprotected areas in Serengeti, Tanzania.",10.1111/1365-2664.13091
30027299,IPD-MHC: nomenclature requirements for the non-human major histocompatibility complex in the next-generation sequencing era.,10.1007/s00251-018-1072-4
30043455,Worms: Pernicious parasites or allies against allergies?,10.1111/pim.12574
29980206,"Haemolysis and haem oxygenase-1 induction during persistent ""asymptomatic"" malaria infection in Burkinabé children.",10.1186/s12936-018-2402-6
30057348,Universal Health Coverage in Africa: Coinfections and Comorbidities.,10.1016/j.pt.2018.07.002
29997031,Meningococcal carriage in high-risk settings: A systematic review.,10.1016/j.ijid.2018.05.022
29968775,Spermine increases acetylation of tubulins and facilitates autophagic degradation of prion aggregates.,10.1038/s41598-018-28296-y
29982429,"Analysis of temporal fecal microbiota dynamics in weaner pigs with and without exposure to enterotoxigenic Escherichia coli1,2.",10.1093/jas/sky260
30038246,Gene exchange drives the ecological success of a multi-host bacterial pathogen.,10.1038/s41559-018-0617-0
30054208,Protein tyrosine phosphatase PTPN22 regulates LFA-1 dependent Th1 responses.,10.1016/j.jaut.2018.07.008
29967196,Global Burden of Atherosclerotic Cardiovascular Disease in People Living With HIV: Systematic Review and Meta-Analysis.,10.1161/CIRCULATIONAHA.117.033369
29973680,Population genomics of bacterial host adaptation.,10.1038/s41576-018-0032-z
30046033,PR interval genome-wide association meta-analysis identifies 50 loci associated with atrial and atrioventricular electrical activity.,10.1038/s41467-018-04766-9
29903376,"Burden of Streptococcus pneumoniae and Haemophilus influenzae type b disease in children in the era of conjugate vaccines: global, regional, and national estimates for 2000-15.",10.1016/S2214-109X(18)30247-X
30059538,Metagenomic sequencing suggests a diversity of RNA interference-like responses to viruses across multicellular eukaryotes.,10.1371/journal.pgen.1007533
30053645,Loss of NLRP3 Function Alleviates Murine Hepatic Graft-versus-Host Disease.,10.1016/j.bbmt.2018.07.026
29873762,The ubiquitin-proteasome system as a transcriptional regulator of plant immunity.,10.1093/jxb/ery216
29920694,Increased susceptibility to oral Trichuris muris infection in the specific absence of CXCR5(+) CD11c(+) cells.,10.1111/pim.12566
29914368,Phylogenetic and genomic analyses of the ribosomal oxygenases Riox1 (No66) and Riox2 (Mina53) provide new insights into their evolution.,10.1186/s12862-018-1215-0
29925651,Pigs Lacking the Scavenger Receptor Cysteine-Rich Domain 5 of CD163 Are Resistant to Porcine Reproductive and Respiratory Syndrome Virus 1 Infection.,10.1128/JVI.00415-18
29960599,Development of an evidence-based brief 'talking' intervention for non-responders to bowel screening for use in primary care: stakeholder interviews.,10.1186/s12875-018-0794-6
29959673,Purification of Microprocessor-Associated Factors.,10.1007/978-1-4939-8624-8_5
29890722,A Microelectrode Array with Reproducible Performance Shows Loss of Consistency Following Functionalization with a Self-Assembled 6-Mercapto-1-hexanol Layer.,10.3390/s18061891
29884821,Phylodynamic assessment of intervention strategies for the West African Ebola virus outbreak.,10.1038/s41467-018-03763-2
29920335,Mitogenome phylogeographic analysis of a planktonic crustacean.,10.1016/j.ympev.2018.06.028
29445012,Counterintuitive increase in observed Mycobacterium avium subspecies paratuberculosis prevalence in sympatric rabbits following the introduction of paratuberculosis control measures in cattle.,10.1136/vr.104638
29956140,Use of the Litomosoides sigmodontis Infection Model of Filariasis to Study Type 2 Immunity.,10.1007/978-1-4939-7896-0_2
29519854,Erysipelothrix rhusiopathiae serotype 15 associated with recurring pig erysipelas outbreaks.,10.1136/vr.104421
29903857,The impact of acute air pollution fluctuations on bronchiectasis pulmonary exacerbation: a case-crossover analysis.,10.1183/13993003.02557-2017
29887131,Classic and atypical scrapie - a genetic perspective.,10.1016/B978-0-444-63945-5.00006-4
29907192,Lack of efficacy of monepantel against trichostrongyle nematodes in a UK sheep flock.,10.1016/j.vetpar.2018.05.013
29863195,Sphingolipid biosynthesis in man and microbes.,10.1039/c8np00019k
29867207,High sample throughput genotyping for estimating C-lineage introgression in the dark honeybee: an accurate and cost-effective SNP-based tool.,10.1038/s41598-018-26932-1
29880819,"Pandemics: spend on surveillance, not prediction.",10.1038/d41586-018-05373-w
29957711,Cerebral Concussion Primes the Lungs for Subsequent Neutrophil-Mediated Injury.,10.1097/CCM.0000000000003270
29885477,"Tsetse fly evolution, genetics and the trypanosomiases - A review.",10.1016/j.meegid.2018.05.033
29867198,Neutrophils induce macrophage anti-inflammatory reprogramming by suppressing NF-κB activation.,10.1038/s41419-018-0710-y
29914800,The respiratory syncytial virus vaccine landscape: lessons from the graveyard and promising candidates.,10.1016/S1473-3099(18)30292-5
29946045,"Identification of Host Factors Involved in Human Cytomegalovirus Replication, Assembly, and Egress Using a Two-Step Small Interfering RNA Screen.",10.1128/mBio.00716-18
29940034,Non-linear hierarchy of the quorum sensing signalling pathway in bloodstream form African trypanosomes.,10.1371/journal.ppat.1007145
29954784,Squamous cell carcinoma in the anophthalmic socket: a series of four cases with HPV-16 profiling.,10.1136/bjophthalmol-2018-311916
29908520,"Detection of Norovirus by BD MAX™, Xpert(®) Norovirus, and xTAG(®) Gastrointestinal Pathogen Panel in stool and vomit samples.",10.1016/j.jcv.2018.06.005
29868933,Mapping macrophage polarization over the myocardial infarction time continuum.,10.1007/s00395-018-0686-x
29900797,MANDIBULAR SQUAMOUS CELL CARCINOMA IN A ROCK HYRAX ( PROCAVIA CAPENSIS).,10.1638/2017-0220.1
29900787,SUSPECTED HYPOVITAMINOSIS A-ASSOCIATED SALT GLAND ADENITIS IN NORTHERN ROCKHOPPER PENGUINS ( EUDYPTES MOSELEYI).,10.1638/2017-0219.1
29900777,"CLINICAL SIGNS, ANTEMORTEM DIAGNOSTICS, AND PATHOLOGICAL FINDINGS ASSOCIATED WITH MYCOBACTERIUM AVIUM SUBSPECIES PARATUBERCULOSIS INFECTION IN MISHMI TAKIN ( BUDORCAS TAXICOLOR TAXICOLOR).",10.1638/2017-0215.1
29884113,Genome-wide association and genomic prediction of resistance to viral nervous necrosis in European sea bass (Dicentrarchus labrax) using RAD sequencing.,10.1186/s12711-018-0401-2
29864164,"Isolation of a natural DNA virus of Drosophila melanogaster, and characterisation of host resistance and immune responses.",10.1371/journal.ppat.1007050
29935540,Microbial diversity and community composition of caecal microbiota in commercial and indigenous Indian chickens determined using 16s rDNA amplicon sequencing.,10.1186/s40168-018-0501-9
29912062,Uptake of hepatitis C virus treatment in HIV/hepatitis C virus-coinfected patients across Europe in the era of direct-acting antivirals.,10.1097/QAD.0000000000001928
29902432,Malaria Makes the Most of Mealtimes.,10.1016/j.chom.2018.05.015
29945759,Premature Rejection of Plasticity in Conversion.,10.1016/j.pt.2018.06.004
29914945,Pharmacological Inhibition of the Vacuolar ATPase in Bloodstream-Form Trypanosoma brucei Rescues Genetic Knockdown of Mitochondrial Gene Expression.,10.1128/AAC.02268-17
29942656,Bayesian phylogenetic and phylodynamic data integration using BEAST 1.10.,10.1093/ve/vey016
29895935,Phenotypic Switching Can Speed up Microbial Evolution.,10.1038/s41598-018-27095-9
29808027,Genome-wide association meta-analysis highlights light-induced signaling as a driver for refractive error.,10.1038/s41588-018-0127-7
29671723,Evaluation of Staphylococcus aureus eradication therapy in orthopaedic surgery.,10.1099/jmm.0.000731
29898398,Inhibition of Microprocessor Function during the Activation of the Type I Interferon Response.,10.1016/j.celrep.2018.05.049
29866066,Expression of glycolytic enzymes in ovarian cancers and evaluation of the glycolytic pathway as a strategy for ovarian cancer treatment.,10.1186/s12885-018-4521-4
29758277,First genetic evidence for the presence of the rumen fluke Paramphistomum epiclitum in Pakistan.,10.1016/j.parint.2018.05.005
29761387,Isolation and Identification of Murine Serous Cavity Macrophages.,10.1007/978-1-4939-7837-3_5
29733693,Blood Neutrophils Are Reprogrammed in Bronchiectasis.,10.1164/rccm.201712-2423OC
29718255,Mitochondrial DNA Is a Pro-Inflammatory Damage-Associated Molecular Pattern Released During Active IBD.,10.1093/ibd/izy095
29778628,Environmentally enriched pigs have transcriptional profiles consistent with neuroprotective effects and reduced microglial activity.,10.1016/j.bbr.2018.05.015
29758102,Purine metabolism controls innate lymphoid cell function and protects against intestinal injury.,10.1111/imcb.12167
29875772,Apoptotic Tumor Cell-Derived Extracellular Vesicles as Important Regulators of the Onco-Regenerative Niche.,10.3389/fimmu.2018.01111
29751843,"Characterisation of proteins in excretory/secretory products collected from salmon lice, Lepeophtheirus salmonis.",10.1186/s13071-018-2885-6
29802020,Autoimmune Th17 Cells Induced Synovial Stromal and Innate Lymphoid Cell Secretion of the Cytokine GM-CSF to Initiate and Augment Autoimmune Arthritis.,10.1016/j.immuni.2018.04.009
29764960,A Genomic Region Containing REC8 and RNF212B Is Associated with Individual Recombination Rate Variation in a Wild Population of Red Deer (Cervus elaphus).,10.1534/g3.118.200063
29786935,Evaluation of PCR primers targeting the groEL gene for the specific detection of Streptococcus agalactiae in the context of aquaculture.,10.1111/jam.13925
29281117,"An update on equine post-operative ileus: Definitions, pathophysiology and management.",10.1111/evj.12801
29752201,Maxillary tooth growth in the adult male babirusa (genus Babyrousa).,10.1016/j.crvi.2018.04.002
29607509,Immunohistochemical differentiation of reactive from malignant mesothelium as a diagnostic aid in canine pericardial disease.,10.1111/jsap.12830
29669926,"Reply to Jiménez-Alonso et al., Schooling and Zhao, and Mortazavi: Further discussion on the immunological model of carcinogenesis.",10.1073/pnas.1802809115
29794196,Tick bites and tick-transmitted diseases.,10.1136/vr.k2264
29794187,Diagnosis and prevention of RHVD2 infection.,10.1136/vr.k2313
29864011,Global governance of antimicrobial resistance.,10.1016/S0140-6736(18)31117-6
29728425,MicroRNA-146a controls functional plasticity in γδ T cells by targeting NOD1.,10.1126/sciimmunol.aao1392
29881196,"Disappearing hemipelvis: Low grade osteosarcoma, an unusual and poorly described variant of Paget's Sarcoma.",10.1016/j.jor.2018.05.017
29729099,An evidence-based approach to assessing surgical versus clinical diagnosis of symptomatic endometriosis.,10.1002/ijgo.12521
29767796,Specificity in nitric oxide signalling.,10.1093/jxb/ery184
29787724,Disease Tolerance: Linking Sickness Behaviours to Metabolism Helps Mitigate Malaria.,10.1016/j.cub.2018.04.031
29768171,Getting DAMP(s) Wets the Whistle for Neutrophil Recruitment.,10.1016/j.immuni.2018.04.027
29748232,An allostatic mechanism for M2 pyruvate kinase as an amino-acid sensor.,10.1042/BCJ20180171
29721332,A pilot randomised double blind controlled trial of the efficacy of purified fatty acids for the treatment of women with endometriosis-associated pain (PurFECT): study protocol.,10.1186/s40814-018-0274-8
29678900,Prevention of exacerbations in patients with stable non-cystic fibrosis bronchiectasis: a systematic review and meta-analysis of pharmacological and non-pharmacological therapies.,10.1136/bmjebm-2018-110893
29719625,Host chemokine signature as a biomarker for the detection of pre-cancerous cervical lesions.,10.18632/oncotarget.24946
29691332,Clinically Relevant Plasmid-Host Interactions Indicate that Transcriptional and Not Genomic Modifications Ameliorate Fitness Costs of Klebsiella pneumoniae Carbapenemase-Carrying Plasmids.,10.1128/mBio.02303-17
29674543,"Draft Genome Assembly of the Sheep Scab Mite, Psoroptes ovis.",10.1128/genomeA.00265-18
29690875,Cross-species inference of long non-coding RNAs greatly expands the ruminant transcriptome.,10.1186/s12711-018-0391-0
29618780,"Risk Factors for Avian Influenza H9 Infection of Chickens in Live Bird Retail Stalls of Lahore District, Pakistan 2009-2010.",10.1038/s41598-018-23895-1
29656580,Declining home range area predicts reduced late-life survival in two wild ungulate populations.,10.1111/ele.12965
29655319,Molecular dynamics simulations of site point mutations in the TPR domain of cyclophilin 40 identify conformational states with distinct dynamic and enzymatic properties.,10.1063/1.5019457
29600462,Nitric Oxide Analyzer Quantification of Plant S-Nitrosothiols.,10.1007/978-1-4939-7695-9_17
29680157,Rediscovering Bacteria through Single-Molecule Imaging in Living Cells.,10.1016/j.bpj.2018.03.028
29680810,Association of seasonal viral acute respiratory infection with pneumococcal disease: a systematic review of population-based studies.,10.1136/bmjopen-2017-019743
29543794,A graphical and computational modeling platform for biological pathways.,10.1038/nprot.2017.144
29607532,An efficient method to isolate Kupffer cells eliminating endothelial cell contamination and selective bias.,10.1002/JLB.1TA0517-169R
29614775,"The Uptake and Metabolism of Amino Acids, and Their Unique Role in the Biology of Pathogenic Trypanosomatids.",10.3390/pathogens7020036
29594310,The carbon chain-selective adenylation enzyme TamA: the missing link between fatty acid and pyrrole natural product biosynthesis.,10.1039/c8ob00441b
29678883,Ribosome maturation by the endoribonuclease YbeY stabilizes a type 3 secretion system transcript required for virulence of enterohemorrhagic Escherichia coli.,10.1074/jbc.RA117.000300
29708778,Are Food Animals Responsible for Transfer of Antimicrobial-Resistant Escherichia coli or Their Resistance Determinants to Human Populations? A Systematic Review.,10.1089/fpd.2017.2411
29690995,Two complement receptor one alleles have opposing associations with cerebral malaria and interact with α(+)thalassaemia.,10.7554/eLife.31579
29676265,"The social sciences, humanities, and health.",10.1016/S0140-6736(18)30669-X
29718447,Posterior Summarization in Bayesian Phylogenetics Using Tracer 1.7.,10.1093/sysbio/syy032
29593242,The role of CSF1R-dependent macrophages in control of the intestinal stem-cell niche.,10.1038/s41467-018-03638-6
29649447,"Age-Associated Microbial Dysbiosis Promotes Intestinal Permeability, Systemic Inflammation, and Macrophage Dysfunction.",10.1016/j.chom.2018.03.006
29674705,Children with cerebral malaria or severe malarial anaemia lack immunity to distinct variant surface antigen subsets.,10.1038/s41598-018-24462-4
29368428,An analysis of effects of heterozygosity in dairy cattle for bovine tuberculosis resistance.,10.1111/age.12637
29719861,Bacteria as living patchy colloids: Phenotypic heterogeneity in surface adhesion.,10.1126/sciadv.aao1170
29723492,Microbial Host Interactions and Impaired Wound Healing in Mice and Humans: Defining a Role for BD14 and NOD2.,10.1016/j.jid.2018.04.014
29519265,Seasonality of helminth infection in wild red deer varies between individuals and between parasite taxa.,10.1017/S0031182018000185
29494619,Shared activity patterns arising at genetic susceptibility loci reveal underlying genomic and cellular architecture of human disease.,10.1371/journal.pcbi.1005934
29547002,Opsonic Phagocytosis in Chronic Obstructive Pulmonary Disease Is Enhanced by Nrf2 Agonists.,10.1164/rccm.201705-0903OC
29512901,Regulation of autoimmune and anti-tumour T-cell responses by PTPN22.,10.1111/imm.12919
29507189,MERS coronaviruses from camels in Africa exhibit region-dependent genetic diversity.,10.1073/pnas.1718769115
29554250,Unexpected synergistic and antagonistic antibiotic activity against Staphylococcus biofilms.,10.1093/jac/dky087
29440354,Csf1r-mApple Transgene Expression and Ligand Binding In Vivo Reveal Dynamics of CSF1R Expression within the Mononuclear Phagocyte System.,10.4049/jimmunol.1701488
29518255,Quantification and decomposition of environment-selection relationships.,10.1111/evo.13461
29548555,45% of UK gynaecologists think chronic pelvic pain is managed badly.,10.1016/j.ejogrb.2018.03.014
29546333,Recent and Rapid Transmission of HIV Among People Who Inject Drugs in Scotland Revealed Through Phylogenetic Analysis.,10.1093/infdis/jiy130
29510118,TGF-β mimic proteins form an extended gene family in the murine parasite Heligmosomoides polygyrus.,10.1016/j.ijpara.2017.12.004
29547639,Interleukin-4 activated macrophages mediate immunity to filarial helminth infection by sustaining CCR3-dependent eosinophilia.,10.1371/journal.ppat.1006949
29335371,The relationship between telomere length and mortality risk in non-model vertebrate systems: a meta-analysis.,10.1098/rstb.2016.0447
29420537,Paediatric schistosomiasis: What we know and what we need to know.,10.1371/journal.pntd.0006144
29406086,Co-infection with Fasciola hepatica may increase the risk of Escherichia coli O157 shedding in British cattle destined for the food chain.,10.1016/j.prevetmed.2017.12.007
29425200,An agent-based model of tsetse fly response to seasonal climatic drivers: Assessing the impact on sleeping sickness transmission rates.,10.1371/journal.pntd.0006188
29428392,Mer-mediated eosinophil efferocytosis regulates resolution of allergic airway inflammation.,10.1016/j.jaci.2018.01.029
29481559,Timing of host feeding drives rhythms in parasite replication.,10.1371/journal.ppat.1006900
29500127,Pelvic Chlamydial Infection Predisposes to Ectopic Pregnancy by Upregulating Integrin β1 to Promote Embryo-tubal Attachment.,10.1016/j.ebiom.2018.02.020
29482014,The role of 'filth flies' in the spread of antimicrobial resistance.,10.1016/j.tmaid.2018.02.007
29495551,Detection and Characterization of Homologues of Human Hepatitis Viruses and Pegiviruses in Rodents and Bats in Vietnam.,10.3390/v10030102
29299998,Myeloid cell recruitment versus local proliferation differentiates susceptibility from resistance to filarial infection.,10.7554/eLife.30947
29330346,Underestimation of Staphylococcus aureus (MRSA and MSSA) carriage associated with standard culturing techniques: One third of carriers missed.,10.1302/2046-3758.71.BJR-2017-0175.R1
29339462,Direct Manipulation of T Lymphocytes by Proteins of Gastrointestinal Bacterial Pathogens.,10.1128/IAI.00683-17
29336306,MERS-CoV spillover at the camel-human interface.,10.7554/eLife.31257
29390105,Respiratory Syncytial Virus Seasonality: A Global Overview.,10.1093/infdis/jiy056
29386105,Active Ebola Virus Replication and Heterogeneous Evolutionary Rates in EVD Survivors.,10.1016/j.celrep.2018.01.008
29449965,Genetic diversity and cross-species transmission of kobuviruses in Vietnam.,10.1093/ve/vey002
29242141,Molecular and epidemiological evidence of patient-to-patient hepatitis C virus transmission in a Scottish emergency department.,10.1016/j.jhin.2017.12.006
29239234,Adoption of in vitro systems and zebrafish embryos as alternative models for reducing rodent use in assessments of immunological and oxidative stress responses to nanomaterials.,10.1080/10408444.2017.1404965
29228991,The rumen microbiome as a reservoir of antimicrobial resistance and pathogenicity genes is directly affected by diet in beef cattle.,10.1186/s40168-017-0378-z
29237505,"1,25-Dihydroxyvitamin D3 modulates the phenotype and function of Monocyte derived dendritic cells in cattle.",10.1186/s12917-017-1309-8
29215013,"Allosteric pyruvate kinase-based ""logic gate"" synergistically senses energy and sugar levels in Mycobacterium tuberculosis.",10.1038/s41467-017-02086-y
29208683,IL-33 and ST2 mediate FAK-dependent antitumor immune evasion through transcriptional networks.,10.1126/scisignal.aan8355
29186791,"How do PrP(Sc) Prions Spread between Host Species, and within Hosts?",10.3390/pathogens6040060
29180370,Quantifying the Survival of Multiple Salmonella enterica Serovars In Vivo via Massively Parallel Whole-Genome Sequencing To Predict Zoonotic Risk.,10.1128/AEM.02262-17
29190276,Public health risks from subclinical variant CJD.,10.1371/journal.ppat.1006642
29170590,"People, Patches, and Parasites: The Case of Trypanosomiasis in Zimbabwe.",10.1007/s10745-017-9929-y
29170498,A structurally distinct TGF-β mimic from an intestinal helminth parasite potently induces regulatory T cells.,10.1038/s41467-017-01886-6
29143232,"Assessment of gastrointestinal nematode infection, anthelmintic usage and husbandry practices on two small-scale goat farms in Malaysia.",10.1007/s11250-017-1472-8
29143187,Multi-locus sequence typing of African swine fever viruses from endemic regions of Kenya and Eastern Uganda (2011-2013) reveals rapid B602L central variable region evolution.,10.1007/s11262-017-1521-4
29145392,Conservation of a microRNA cluster in parasitic nematodes and profiling of miRNAs in excretory-secretory products and microvesicles of Haemonchus contortus.,10.1371/journal.pntd.0006056
29116089,Resistance to TGFβ suppression and improved anti-tumor responses in CD8(+) T cells lacking PTPN22.,10.1038/s41467-017-01427-1
29121562,P-glycoproteins play a role in ivermectin resistance in cyathostomins.,10.1016/j.ijpddr.2017.10.006
29124904,Mind the gaps in research on the control of gastrointestinal nematodes of farmed ruminants and pigs.,10.1111/tbed.12707
29102123,Convergence of plasmid architectures drives emergence of multi-drug resistance in a clonally diverse Escherichia coli population from a veterinary clinical care setting.,10.1016/j.vetmic.2017.09.016
29093211,Cellular v-ATPase is required for virion assembly compartment formation in human cytomegalovirus infection.,10.1098/rsob.160298
29089557,"High-throughput assessment of mechanical properties of stem cell derived red blood cells, toward cellular downstream processing.",10.1038/s41598-017-14958-w
29066539,TCR-stimulated changes in cell surface CD46 expression generate type 1 regulatory T cells.,10.1126/scisignal.aah6163
29079107,Dissecting antigen processing and presentation routes in dermal vaccination strategies.,10.1016/j.vaccine.2017.10.044
28196762,Enteric helminth-induced type I interferon signaling protects against pulmonary virus infection through interaction with the microbiota.,10.1016/j.jaci.2017.01.016
28557543,Impaired Mitochondrial Microbicidal Responses in Chronic Obstructive Pulmonary Disease Macrophages.,10.1164/rccm.201608-1714OC
28993767,Genomic Programming of Human Neonatal Dendritic Cells in Congenital Systemic and In Vitro Cytomegalovirus Infection Reveal Plastic and Robust Immune Pathway Biology Responses.,10.3389/fimmu.2017.01146
29045902,Epidermal Growth Factor Receptor Expression Licenses Type-2 Helper T Cells to Function in a T Cell Receptor-Independent Fashion.,10.1016/j.immuni.2017.09.013
29051311,Quantitative analysis of antibiotic usage in British sheep flocks.,10.1136/vr.104501
29045903,HpARI Protein Secreted by a Helminth Parasite Suppresses Interleukin-33.,10.1016/j.immuni.2017.09.015
28977243,"Occurrence of abortions induced by Neospora caninum in dairy cattle from Santa Catarina, southern Brazil.",10.1590/S1984-29612017051
28966848,Ballistic and snake photon imaging for locating optical endomicroscopy fibres.,10.1364/BOE.8.004077
28984427,Knowledge gaps and research priorities in Staphylococcus aureus mastitis control.,10.1111/tbed.12698
28388924,Enhancing the toolbox to study IL-17A in cattle and sheep.,10.1186/s13567-017-0426-5
28959685,A Novel 3D Skin Explant Model to Study Anaerobic Bacterial Infection.,10.3389/fcimb.2017.00404
28934262,"Effects of Eimeria tenella infection on chicken caecal microbiome diversity, exploring variation associated with severity of pathology.",10.1371/journal.pone.0184890
28917313,Field evaluation of poultry red mite (Dermanyssus gallinae) native and recombinant prototype vaccines.,10.1016/j.vetpar.2017.06.020
28910500,Is systems pharmacology ready to impact upon therapy development? A study on the cholesterol biosynthesis pathway.,10.1111/bph.14037
28895867,Markedly different immune responses and virus kinetics in littermates infected with porcine circovirus type 2 or porcine parvovirus type 1.,10.1016/j.vetimm.2017.08.003
28903791,An outbreak of mumps with genetic strain variation in a highly vaccinated student population in Scotland.,10.1017/S0950268817002102
28911764,Global respiratory syncytial virus-associated mortality in young children (RSV GOLD): a retrospective case series.,10.1016/S2214-109X(17)30344-3
28925340,British Escherichia coli O157 in Cattle Study (BECS): to determine the prevalence of E. coli O157 in herds with cattle destined for the food chain.,10.1017/S0950268817002151
